protein_id,family
CP046180.1_169,PF00380.22
CP046180.1_189,PF00491.24
CP046180.1_246,PF00557.27
CP046180.1_281,PF08886.14
CP046180.1_285,PF00999.24
CP046180.1_323,PF01634.21
CP046180.1_344,PF01084.23
CP046180.1_361,PF12019.11
CP046180.1_389,PF01297.20
CP046180.1_442,PF02091.18
CP046180.1_469,PF02621.17
CP046180.1_493,PF02700.17
CP046180.1_537,PF02033.21
CP046180.1_586,PF07690.19
CP046180.1_598,PF13156.9
CP046180.1_606,PF19489.2
CP046180.1_713,PF02609.19
CP046180.1_717,PF00361.23
CP046180.1_857,PF01197.21
CP046180.1_859,PF00117.31
CP046180.1_883,PF13279.9
CP046180.1_950,PF00291.28
CP046180.1_996,PF00276.23
CP046180.1_1036,PF01192.25
CP046180.1_1070,PF00694.22
CP046180.1_1082,PF00579.28
CP046180.1_1095,PF01765.22
CP046180.1_1102,PF01008.20
CP046180.1_1108,PF02569.18
WVXK01000039.1_1,PF01553.24
WVXK01000039.1_12,PF09723.13
WVXK01000053.1_36,PF14076.9
WVXK01000033.1_2,PF03030.19
WVXK01000018.1_23,PF04011.15
WVXK01000018.1_30,PF03259.20
WVXK01000056.1_51,PF01814.26
WVXK01000056.1_66,PF02321.21
WVXK01000002.1_1,PF14849.9
WVXK01000002.1_46,PF00420.27
WVXK01000002.1_52,PF01058.25
WVXK01000002.1_54,PF00346.22
WVXK01000099.1_26,PF01891.19
WVXK01000078.1_33,PF05402.15
WVXK01000095.1_18,PF00698.24
WVXK01000100.1_6,PF00293.31
WVXK01000062.1_72,PF08899.14
WVXK01000062.1_95,PF01959.19
WVXK01000062.1_130,PF04015.15
WVXK01000062.1_132,PF01924.19
WVXK01000062.1_150,PF00829.24
WVXK01000062.1_165,PF05258.15
WVXK01000062.1_203,PF02673.21
WVXK01000062.1_217,PF02585.20
WVXK01000042.1_5,PF01464.23
WVXK01000016.1_95,PF05164.16
WVXK01000048.1_32,PF01144.26
WVXK01000048.1_94,PF01196.22
WVXK01000048.1_98,PF00416.25
WVXK01000006.1_24,PF07238.17
WVXK01000097.1_5,PF13229.9
WVXK01000075.1_31,PF18854.4
WVXK01000114.1_116,PF00496.25
WVXK01000065.1_73,PF01040.21
WVXK01000057.1_25,PF04014.21
WVXK01000058.1_8,PF01553.24
WVXK01000055.1_6,PF00499.23
WVXK01000027.1_6,PF02358.19
WVXK01000027.1_35,PF00561.23
WVXK01000093.1_9,PF04333.16
WVXK01000093.1_10,PF02470.23
WVXK01000093.1_12,PF02405.19
WVXK01000093.1_50,PF01257.22
WVXK01000014.1_9,PF01597.22
WVXK01000037.1_39,PF04519.16
JACRIV010000051.1_7,PF01250.20
JACRIV010000054.1_24,PF02091.18
JACRIV010000061.1_10,PF02653.19
JACRIV010000073.1_2,PF01551.25
JACRIV010000072.1_16,PF00902.21
JACRIV010000075.1_1,PF13000.10
JACRIV010000076.1_1,PF06050.16
JACRIV010000078.1_14,PF04307.17
JACRIV010000079.1_14,PF01127.25
JACRIV010000079.1_26,PF01903.20
JACRIV010000084.1_2,PF00909.24
JACRIV010000095.1_6,PF01597.22
JACRIV010000096.1_6,PF07396.14
JACRIV010000098.1_1,PF00664.26
JACRIV010000100.1_2,PF00578.24
JACRIV010000101.1_10,PF05845.15
JACRIV010000101.1_23,PF00528.25
JACRIV010000103.1_1,PF00662.23
JACRIV010000112.1_2,PF00215.27
JACRIV010000112.1_13,PF02036.20
JACRIV010000113.1_124,PF00318.23
JACRIV010000124.1_18,PF00266.22
JACRIV010000125.1_9,PF04055.24
JACRIV010000131.1_14,PF00115.23
JACRIV010000130.1_2,PF10087.12
JACRIV010000140.1_5,PF02604.22
JACRIV010000025.1_44,PF02566.22
JACRIV010000002.1_1,PF00355.29
JACRIV010000037.1_4,PF02577.17
JACRIV010000045.1_4,PF01969.20
JAAYAK010000111.1_5,PF04016.15
JAAYAK010000112.1_10,PF13486.9
JAAYAK010000116.1_4,PF14326.9
JAAYAK010000001.1_3,PF00072.27
JAAYAK010000008.1_19,PF00312.25
JAAYAK010000008.1_33,PF03483.20
JAAYAK010000008.1_39,PF01425.24
JAAYAK010000117.1_13,PF00448.25
JAAYAK010000118.1_1,PF13439.9
JAAYAK010000121.1_8,PF01914.20
JAAYAK010000133.1_16,PF01402.24
JAAYAK010000137.1_20,PF00577.23
JAAYAK010000015.1_20,PF03480.16
JAAYAK010000142.1_4,PF01032.21
JAAYAK010000144.1_5,PF00501.31
JAAYAK010000022.1_4,PF02195.21
JAAYAK010000022.1_22,PF00581.23
JAAYAK010000186.1_5,PF01522.24
JAAYAK010000025.1_8,PF00155.24
JAAYAK010000204.1_22,PF04101.19
JAAYAK010000210.1_25,PF04367.16
JAAYAK010000210.1_57,PF01894.20
JAAYAK010000217.1_3,PF01464.23
JAAYAK010000223.1_11,PF00366.23
JAAYAK010000234.1_4,PF01882.21
JAAYAK010000241.1_13,PF01990.20
JAAYAK010000242.1_33,PF01144.26
JAAYAK010000244.1_2,PF04342.15
JAAYAK010000245.1_1,PF01427.20
JAAYAK010000262.1_11,PF00155.24
JAAYAK010000040.1_21,PF00582.29
JAAYAK010000273.1_1,PF07715.18
JAAYAK010000041.1_5,PF00072.27
JAAYAK010000053.1_8,PF19620.2
JAAYAK010000053.1_13,PF13277.9
JAAYAK010000328.1_37,PF07690.19
JAAYAK010000061.1_1,PF02261.19
JAAYAK010000068.1_24,PF01257.22
JAAYAK010000072.1_60,PF00266.22
DIFC01000088.1_15,PF01957.21
DIFC01000088.1_50,PF00355.29
DIFC01000042.1_9,PF09912.12
DIFC01000070.1_26,PF00543.25
DIFC01000031.1_54,PF19891.2
DIFC01000046.1_2,PF00162.22
DIFC01000046.1_11,PF01977.19
DIFC01000046.1_14,PF02441.22
DIFC01000077.1_69,PF17131.7
DIFC01000080.1_34,PF09411.13
DIFC01000080.1_53,PF00293.31
DIFC01000060.1_65,PF01970.19
DIFC01000005.1_55,PF00410.22
DIFC01000005.1_92,PF00128.27
DIFC01000066.1_58,PF01063.22
DIFC01000071.1_19,PF00398.23
DIFC01000071.1_23,PF04085.17
DIFC01000071.1_26,PF01098.22
DIFC01000062.1_2,PF01627.26
DIFC01000087.1_39,PF06050.16
DIFC01000064.1_9,PF00571.31
DIFC01000011.1_12,PF00497.23
DIFC01000069.1_2,PF13237.9
DIFC01000083.1_3,PF02915.20
DIFC01000073.1_22,PF00892.23
DIFC01000013.1_19,PF04026.15
DIFC01000067.1_18,PF01496.22
DIFC01000036.1_10,PF01668.21
DIFC01000003.1_26,PF02609.19
DIFC01000053.1_10,PF00365.23
DIFC01000026.1_48,PF00571.31
NZ_LT907975.1_7,PF01765.22
NZ_LT907975.1_8,PF00696.31
NZ_LT907975.1_23,PF01127.25
NZ_LT907975.1_72,PF15919.8
NZ_LT907975.1_181,PF04205.17
NZ_LT907975.1_270,PF02685.19
NZ_LT907975.1_273,PF00156.30
NZ_LT907975.1_281,PF12762.10
NZ_LT907975.1_340,PF00359.25
NZ_LT907975.1_452,PF01220.22
NZ_LT907975.1_514,PF13620.9
NZ_LT907975.1_626,PF16162.8
NZ_LT907975.1_632,PF01435.21
NZ_LT907975.1_722,PF01402.24
NZ_LT907975.1_922,PF02641.18
NZ_LT907975.1_965,PF05443.14
NZ_LT907975.1_1189,PF07949.15
NZ_LT907975.1_1328,PF00132.27
NZ_LT907975.1_1592,PF01258.20
NZ_LT907975.1_1698,PF13581.9
NZ_LT907975.1_1727,PF00581.23
NZ_LT907975.1_1758,PF01973.21
NZ_LT907975.1_1829,PF07589.14
NZ_LT907975.1_1871,PF00497.23
NZ_LT907975.1_1951,PF04794.15
NZ_LT907975.1_2196,PF04199.16
NZ_LT907975.1_2237,PF02417.18
NZ_LT907975.1_2332,PF12762.10
NZ_LT907975.1_2401,PF01654.20
NZ_LT907975.1_2448,PF00342.22
NZ_LT907975.1_2465,PF14333.9
NZ_LT907975.1_2479,PF05494.15
NZ_LT907975.1_2596,PF00535.29
NZ_LT907975.1_2625,PF00571.31
NZ_LT907975.1_2636,PF00156.30
NZ_LT907975.1_2665,PF09851.12
NZ_LT907975.1_2669,PF02620.20
NZ_LT907975.1_2691,PF01795.22
NZ_LT907975.1_2815,PF04964.17
NZ_LT907975.1_2906,PF13472.9
NZ_LT907975.1_2943,PF01814.26
NZ_LT907975.1_3055,PF04465.15
NZ_LT907975.1_3179,PF12762.10
NZ_LT907975.1_3203,PF00528.25
NZ_LT907975.1_3243,PF00005.30
NZ_LT907975.1_3255,PF01933.21
NZ_LT907975.1_3335,PF01925.22
NZ_LT907975.1_3566,PF16263.8
NZ_LT907975.1_3584,PF11171.11
NZ_LT907975.1_3587,PF18733.4
NZ_LT907975.1_3598,PF10761.12
NZ_LT907975.1_3604,PF18925.3
NZ_LT907975.1_3659,PF02559.19
NZ_LT907975.1_3789,PF02049.21
NZ_LT907975.1_3836,PF07876.15
NZ_LT907975.1_3868,PF01578.23
NZ_LT907975.1_3879,PF00902.21
NZ_LT907975.1_3883,PF00924.21
NZ_LT907975.1_3926,PF01627.26
NZ_LT907975.1_3946,PF00471.23
SLDX01000114.1_24,PF00496.25
SLDX01000065.1_10,PF00950.20
SLDX01000148.1_8,PF01976.20
SLDX01000089.1_10,PF13911.9
SLDX01000116.1_15,PF01894.20
SLDX01000116.1_24,PF13767.9
SLDX01000019.1_5,PF03740.16
SLDX01000086.1_20,PF04358.16
SLDX01000132.1_6,PF00216.24
SLDX01000129.1_29,PF01207.20
SLDX01000005.1_11,PF00692.22
SLDX01000020.1_5,PF01694.25
SLDX01000035.1_5,PF00294.27
SLDX01000001.1_12,PF05258.15
SLDX01000125.1_3,PF00155.24
SLDX01000036.1_23,PF02548.18
SLDX01000119.1_6,PF00027.32
SLDX01000041.1_5,PF01791.12
SLDX01000057.1_48,PF07885.19
SLDX01000066.1_2,PF00155.24
SLDX01000136.1_6,PF00528.25
SLDX01000104.1_4,PF10502.12
NIRF01000001.1_12,PF02424.18
NIRF01000001.1_103,PF03547.21
NIRF01000001.1_110,PF01268.22
NIRF01000001.1_158,PF01371.22
NIRF01000001.1_185,PF00528.25
NIRF01000001.1_202,PF05168.17
NIRF01000001.1_249,PF00815.23
NIRF01000001.1_251,PF13393.9
NIRF01000001.1_477,PF01250.20
NIRF01000002.1_2,PF01678.22
NIRF01000002.1_12,PF04493.17
NIRF01000002.1_123,PF02579.20
NIRF01000002.1_166,PF00440.26
NIRF01000002.1_180,PF01867.19
NIRF01000012.1_13,PF03793.22
NIRF01000013.1_32,PF01380.25
NIRF01000014.1_52,PF05137.16
NIRF01000016.1_4,PF01790.21
NIRF01000016.1_28,PF01048.23
NIRF01000019.1_1,PF01609.24
NIRF01000003.1_29,PF05168.17
NIRF01000003.1_131,PF06153.14
NIRF01000003.1_132,PF02223.20
NIRF01000023.1_3,PF01915.25
NIRF01000026.1_6,PF00528.25
NIRF01000029.1_5,PF01402.24
NIRF01000004.1_16,PF02603.19
NIRF01000004.1_27,PF08279.15
NIRF01000004.1_40,PF09723.13
NIRF01000004.1_47,PF17132.7
NIRF01000004.1_105,PF01116.23
NIRF01000005.1_67,PF01098.22
NIRF01000005.1_78,PF01168.23
NIRF01000006.1_43,PF01934.20
NIRF01000006.1_80,PF01969.20
NIRF01000007.1_16,PF00528.25
NIRF01000007.1_34,PF02687.24
NIRF01000007.1_86,PF01297.20
NIRF01000008.1_7,PF13482.9
NIRF01000009.1_20,PF04295.16
NIRF01000009.1_78,PF02579.20
NC_011661.1_84,PF00528.25
NC_011661.1_308,PF01699.27
NC_011661.1_310,PF01547.28
NC_011661.1_333,PF00877.22
NC_011661.1_345,PF00849.25
NC_011661.1_403,PF01557.21
NC_011661.1_471,PF07872.14
NC_011661.1_473,PF12801.10
NC_011661.1_648,PF01081.22
NC_011661.1_665,PF00496.25
NC_011661.1_822,PF03331.16
NC_011661.1_905,PF01895.22
NC_011661.1_917,PF02811.22
NC_011661.1_944,PF00698.24
NC_011661.1_953,PF01790.21
NC_011661.1_1025,PF03652.18
NC_011661.1_1060,PF00275.23
NC_011661.1_1098,PF02424.18
NC_011661.1_1132,PF00162.22
NC_011661.1_1177,PF05137.16
NC_011661.1_1369,PF00291.28
NC_011661.1_1387,PF00365.23
NC_011661.1_1417,PF02675.18
NC_011661.1_1533,PF10502.12
NC_011661.1_1546,PF00731.23
NC_011661.1_1622,PF00881.27
NC_011661.1_1624,PF02681.17
NC_011661.1_1626,PF09376.13
NC_011661.1_1702,PF13597.9
NC_011661.1_1706,PF02018.20
NC_011661.1_1728,PF00496.25
NC_011661.1_1746,PF00528.25
NC_011661.1_1749,PF01869.23
NC_011661.1_1750,PF06050.16
NC_011661.1_1778,PF03480.16
NC_011661.1_1803,PF00232.21
PLYD01000207.1_8,PF04343.16
PLYD01000207.1_9,PF02627.23
PLYD01000230.1_11,PF07311.15
PLYD01000090.1_6,PF06271.15
PLYD01000090.1_8,PF00924.21
PLYD01000158.1_14,PF12680.10
PLYD01000051.1_5,PF00730.28
PLYD01000080.1_3,PF00384.25
PLYD01000189.1_14,PF04205.17
PLYD01000197.1_9,PF00206.23
PLYD01000249.1_4,PF02776.21
PLYD01000118.1_2,PF00160.24
PLYD01000198.1_5,PF00528.25
PLYD01000215.1_5,PF00815.23
PLYD01000083.1_4,PF02645.19
PLYD01000223.1_4,PF03976.17
PLYD01000036.1_4,PF11950.11
PLYD01000028.1_4,PF20058.2
PLYD01000057.1_1,PF02811.22
PLYD01000287.1_6,PF06103.14
PLYD01000096.1_2,PF01882.21
PLYD01000067.1_2,PF13191.9
PLYD01000176.1_7,PF02653.19
PLYD01000246.1_1,PF06628.15
PLYD01000246.1_3,PF01258.20
PLYD01000135.1_17,PF00581.23
PLYD01000235.1_9,PF01037.24
PLYD01000109.1_3,PF00291.28
PLYD01000286.1_12,PF07883.14
PLYD01000280.1_70,PF01833.27
PLYD01000161.1_1,PF00296.23
PLYD01000257.1_9,PF04461.16
PLYD01000220.1_1,PF01551.25
PLYD01000292.1_2,PF12706.10
PLYD01000043.1_3,PF00587.28
PLYD01000248.1_2,PF03167.22
PLYD01000154.1_11,PF00041.24
PLYD01000094.1_2,PF00156.30
PLYD01000180.1_4,PF02811.22
PLYD01000074.1_3,PF01475.22
PLYD01000074.1_15,PF01878.21
PLYD01000075.1_4,PF12850.10
PLYD01000059.1_14,PF06480.18
PLYD01000128.1_2,PF00892.23
PLYD01000242.1_23,PF00496.25
PLYD01000132.1_4,PF04199.16
PLYD01000210.1_13,PF00550.28
PLYD01000201.1_1,PF02628.18
PLYD01000081.1_13,PF00215.27
PLYD01000070.1_27,PF00909.24
PLYD01000234.1_23,PF02581.20
PLYD01000140.1_3,PF07811.15
PLYD01000140.1_34,PF01746.24
PLYD01000269.1_17,PF02410.18
PLYD01000240.1_18,PF00413.27
PLOF01000096.1_2,PF00890.27
PLOF01000096.1_7,PF00248.24
PLOF01000085.1_9,PF01176.22
PLOF01000133.1_3,PF00291.28
PLOF01000133.1_38,PF01957.21
PLOF01000017.1_5,PF14386.9
PLOF01000078.1_37,PF00248.24
PLOF01000046.1_6,PF00248.24
PLOF01000069.1_55,PF01149.27
PLOF01000055.1_9,PF03652.18
PLOF01000055.1_20,PF01029.21
PLOF01000055.1_34,PF00590.23
PLOF01000077.1_10,PF02653.19
PLOF01000064.1_3,PF00146.24
PLOF01000064.1_6,PF01257.22
PLOF01000124.1_8,PF02660.18
PLOF01000107.1_6,PF00551.22
PLOF01000074.1_124,PF00202.24
PLOF01000072.1_4,PF01522.24
PLOF01000056.1_12,PF00276.23
PLOF01000056.1_46,PF02518.29
PLOF01000121.1_3,PF01904.21
PLOF01000121.1_9,PF00248.24
PLOF01000092.1_4,PF07690.19
PLOF01000070.1_3,PF01255.22
PLOF01000071.1_15,PF10502.12
PLOF01000142.1_15,PF01343.21
PLOF01000129.1_15,PF03009.20
PLOF01000123.1_9,PF01988.22
PLOF01000038.1_2,PF13520.9
PLOF01000084.1_2,PF01521.23
PLOF01000084.1_17,PF12732.10
PLOF01000030.1_6,PF12724.10
PLOF01000001.1_7,PF02397.19
PLOF01000008.1_5,PF03720.18
PLOF01000032.1_4,PF13560.9
PLOF01000043.1_50,PF02130.20
PLOF01000043.1_127,PF06723.16
PLOF01000043.1_131,PF07949.15
WSZW01000159.1_8,PF00266.22
WSZW01000164.1_5,PF04519.16
WSZW01000128.1_17,PF00428.22
WSZW01000115.1_7,PF01921.21
WSZW01000100.1_4,PF03382.17
WSZW01000035.1_3,PF01192.25
WSZW01000176.1_10,PF02643.18
WSZW01000176.1_14,PF03091.18
WSZW01000162.1_2,PF00483.26
WSZW01000008.1_5,PF00239.24
WSZW01000114.1_12,PF04123.16
WSZW01000143.1_9,PF00300.25
WSZW01000086.1_1,PF01026.24
WSZW01000086.1_15,PF00437.23
WSZW01000184.1_7,PF02597.23
WSZW01000001.1_2,PF00352.24
WSZW01000183.1_2,PF13620.9
WSZW01000151.1_2,PF07431.15
WSZW01000046.1_1,PF13385.9
WSZW01000016.1_2,PF08541.13
WSZW01000042.1_7,PF13620.9
WSZW01000174.1_8,PF01496.22
WSZW01000154.1_2,PF02386.19
WSZW01000027.1_6,PF01906.20
WSZW01000073.1_2,PF01066.24
WSZW01000081.1_1,PF01884.20
WSZW01000081.1_3,PF01326.22
WSZW01000158.1_1,PF00318.23
WSZW01000033.1_3,PF00266.22
WSZW01000049.1_1,PF00573.25
WSZW01000049.1_35,PF00380.22
WSZW01000049.1_46,PF01345.21
WSZW01000052.1_12,PF10884.11
WSZW01000003.1_9,PF04893.20
WSZW01000155.1_8,PF01588.23
WSZW01000044.1_4,PF00924.21
WSZW01000131.1_1,PF05833.14
WSZW01000111.1_8,PF08443.14
WSZW01000111.1_9,PF13650.9
WSZW01000118.1_1,PF02769.25
WSZW01000118.1_10,PF00571.31
WSZW01000118.1_14,PF00521.23
WSZW01000058.1_4,PF00145.20
WSZW01000013.1_14,PF17884.4
WSZW01000062.1_5,PF01479.28
WSZW01000062.1_9,PF03547.21
WSZW01000067.1_8,PF01246.23
WSZW01000171.1_4,PF00291.28
WSZW01000171.1_13,PF01139.20
WSZW01000082.1_6,PF01025.22
WTCB01000063.1_1,PF01041.20
WTCB01000048.1_17,PF01784.21
WTCB01000048.1_24,PF00252.21
WTCB01000025.1_7,PF01949.19
WTCB01000025.1_10,PF00352.24
WTCB01000066.1_33,PF12811.10
WTCB01000041.1_9,PF00482.26
WTCB01000041.1_10,PF00482.26
WTCB01000041.1_11,PF00437.23
WTCB01000071.1_1,PF17963.4
WTCB01000012.1_2,PF09721.13
WTCB01000028.1_14,PF01978.22
WTCB01000028.1_29,PF01920.23
WTCB01000062.1_5,PF01966.25
WTCB01000009.1_6,PF13412.9
WTCB01000006.1_2,PF00293.31
WTCB01000037.1_3,PF00482.26
WTCB01000064.1_2,PF01336.28
WTCB01000083.1_9,PF01870.21
WTCB01000038.1_4,PF00535.29
WTCB01000021.1_8,PF00437.23
WTCB01000021.1_16,PF08220.15
WTCB01000010.1_10,PF00579.28
WTCB01000036.1_9,PF00082.25
WTCB01000050.1_2,PF04055.24
WTCB01000004.1_2,PF01423.25
WTCB01000069.1_18,PF01931.21
WTCB01000059.1_5,PF02498.20
WTCB01000016.1_2,PF01841.22
WTCB01000098.1_4,PF01951.19
WTCB01000126.1_11,PF00297.25
WTCB01000126.1_19,PF01253.25
WTCB01000126.1_49,PF01194.20
WTCB01000127.1_1,PF02579.20
WTCB01000104.1_18,PF01381.25
WTCB01000023.1_3,PF01896.22
WTCB01000103.1_5,PF01455.21
WTCB01000113.1_4,PF10502.12
WTCB01000077.1_9,PF01871.20
WTCB01000077.1_13,PF01916.20
JAHJLF010000073.1_10,PF09723.13
JAHJLF010000073.1_30,PF01326.22
JAHJLF010000007.1_24,PF01205.22
JAHJLF010000074.1_8,PF00453.21
JAHJLF010000075.1_2,PF02566.22
JAHJLF010000075.1_68,PF08713.14
JAHJLF010000077.1_8,PF02775.24
JAHJLF010000077.1_43,PF01139.20
JAHJLF010000085.1_6,PF04079.19
JAHJLF010000088.1_2,PF02358.19
JAHJLF010000091.1_9,PF02073.18
JAHJLF010000016.1_85,PF04055.24
JAHJLF010000017.1_7,PF03486.17
JAHJLF010000017.1_17,PF01293.23
JAHJLF010000019.1_22,PF04341.15
JAHJLF010000002.1_10,PF00496.25
JAHJLF010000024.1_9,PF01297.20
JAHJLF010000034.1_4,PF03740.16
JAHJLF010000039.1_44,PF00436.28
JAHJLF010000039.1_62,PF02075.20
JAHJLF010000050.1_43,PF00221.22
JAHJLF010000052.1_35,PF00573.25
JAHJLF010000052.1_43,PF13338.9
JAHJLF010000057.1_6,PF01694.25
JAHJLF010000057.1_16,PF07494.14
JAHJLF010000057.1_44,PF01515.22
JAHJLF010000057.1_45,PF02502.21
JAHJLF010000059.1_9,PF00572.21
JAHJLF010000061.1_7,PF00793.23
JAHJLF010000062.1_6,PF08889.14
JAHJLF010000004.1_12,PF05239.19
JAHJLF010000005.1_8,PF01145.28
JAHJLF010000067.1_3,PF01797.19
JAHJLF010000067.1_36,PF02405.19
JAHJLF010000068.1_21,PF02666.18
JAHJLF010000068.1_27,PF02082.23
JAHJLF010000069.1_32,PF07238.17
JAHJLF010000069.1_39,PF00857.23
JAHJLF010000072.1_38,PF18962.3
JAHJLF010000072.1_61,PF01613.21
JAHJLF010000072.1_74,PF00535.29
DHHE01000057.1_7,PF04608.16
DHHE01000214.1_5,PF00753.30
DHHE01000214.1_10,PF00590.23
DHHE01000157.1_2,PF00209.21
DHHE01000191.1_4,PF18273.4
DHHE01000142.1_19,PF02223.20
DHHE01000226.1_9,PF02775.24
DHHE01000108.1_1,PF02073.18
DHHE01000199.1_7,PF01649.21
DHHE01000229.1_6,PF07494.14
DHHE01000231.1_3,PF01171.23
DHHE01000149.1_6,PF10502.12
DHHE01000141.1_1,PF00155.24
DHHE01000121.1_12,PF00496.25
DHHE01000119.1_6,PF13860.9
DHHE01000178.1_2,PF05258.15
DHHE01000120.1_10,PF03109.19
DHHE01000054.1_3,PF00301.23
DHHE01000092.1_9,PF00221.22
DHHE01000216.1_9,PF10431.12
DHHE01000137.1_10,PF01196.22
DHHE01000176.1_2,PF01934.20
DHHE01000059.1_5,PF13231.9
DHHE01000132.1_2,PF02518.29
DHHE01000076.1_9,PF00871.20
DHHE01000123.1_19,PF08486.13
DHHE01000145.1_6,PF04773.16
DHHE01000006.1_13,PF01416.23
DHHE01000006.1_15,PF03462.21
DHHE01000219.1_22,PF05635.14
DHHE01000106.1_16,PF00203.24
DHHE01000162.1_6,PF17982.4
DHHE01000217.1_10,PF07396.14
DHHE01000189.1_8,PF02261.19
DHHE01000008.1_1,PF03704.20
DHHE01000039.1_21,PF03631.18
DHHE01000039.1_23,PF12732.10
DHHE01000029.1_4,PF00202.24
DHHE01000175.1_7,PF01040.21
DHHE01000195.1_3,PF10719.12
DHHE01000195.1_16,PF00696.31
QJVW01000091.1_22,PF00149.31
QJVW01000090.1_8,PF04608.16
QJVW01000065.1_6,PF01791.12
QJVW01000045.1_1,PF01012.24
QJVW01000086.1_20,PF00202.24
QJVW01000002.1_10,PF02569.18
QJVW01000002.1_30,PF01746.24
QJVW01000115.1_24,PF00231.22
QJVW01000096.1_25,PF03793.22
QJVW01000139.1_9,PF18935.3
QJVW01000139.1_11,PF10502.12
QJVW01000024.1_10,PF03601.17
QJVW01000024.1_12,PF06718.14
QJVW01000137.1_23,PF03773.16
QJVW01000081.1_2,PF01790.21
QJVW01000094.1_37,PF00999.24
QJVW01000131.1_24,PF00115.23
QJVW01000129.1_25,PF13561.9
QJVW01000072.1_6,PF07920.14
QJVW01000135.1_6,PF12867.10
QJVW01000043.1_15,PF00579.28
QJVW01000012.1_5,PF04024.15
QJVW01000016.1_14,PF00327.23
QJVW01000016.1_25,PF00252.21
QJVW01000016.1_32,PF00297.25
QJVW01000058.1_6,PF08309.14
QJVW01000111.1_7,PF01966.25
QJVW01000085.1_5,PF10502.12
QJVW01000149.1_17,PF11821.11
QJVW01000149.1_27,PF01791.12
QJVW01000149.1_38,PF01814.26
QJVW01000149.1_39,PF01432.23
QJVW01000149.1_41,PF04945.16
QJVW01000073.1_2,PF02381.21
QJVW01000067.1_5,PF01618.19
QJVW01000067.1_11,PF01740.24
VBOW01000013.1_86,PF04239.15
VBOW01000013.1_159,PF01039.25
VBOW01000011.1_2,PF00180.23
VBOW01000014.1_55,PF02410.18
VBOW01000014.1_84,PF01257.22
VBOW01000014.1_93,PF00459.28
VBOW01000018.1_11,PF07676.15
VBOW01000018.1_58,PF04389.20
VBOW01000019.1_27,PF01259.21
VBOW01000019.1_28,PF00551.22
VBOW01000019.1_34,PF03687.16
VBOW01000020.1_50,PF00346.22
VBOW01000020.1_61,PF01208.20
VBOW01000070.1_2,PF00338.25
VBOW01000070.1_4,PF00573.25
VBOW01000070.1_8,PF00237.22
VBOW01000070.1_32,PF01196.22
VBOW01000021.1_12,PF04085.17
VBOW01000057.1_9,PF00873.22
VBOW01000022.1_91,PF02036.20
VBOW01000059.1_6,PF02915.20
VBOW01000023.1_44,PF00905.25
VBOW01000005.1_6,PF03702.17
VBOW01000005.1_9,PF00491.24
VBOW01000005.1_18,PF00579.28
VBOW01000024.1_18,PF10670.12
VBOW01000025.1_35,PF02616.17
VBOW01000026.1_31,PF01658.20
VBOW01000027.1_1,PF09459.13
VBOW01000030.1_7,PF02148.22
VBOW01000030.1_26,PF00709.24
VBOW01000036.1_6,PF02542.19
VBOW01000016.1_15,PF01433.23
VBOW01000016.1_27,PF02321.21
VBOW01000016.1_35,PF13298.9
VBOW01000040.1_36,PF00015.24
JAEEIL010000042.1_9,PF00482.26
JAEEIL010000042.1_21,PF08713.14
JAEEIL010000043.1_17,PF01809.21
JAEEIL010000007.1_14,PF14352.9
JAEEIL010000010.1_1,PF14057.9
JAEEIL010000010.1_8,PF01098.22
JAEEIL010000010.1_59,PF01121.23
JAEEIL010000010.1_86,PF02321.21
JAEEIL010000016.1_16,PF00575.26
JAEEIL010000017.1_5,PF01196.22
JAEEIL010000017.1_17,PF00861.25
JAEEIL010000019.1_17,PF00265.21
JAEEIL010000020.1_30,PF02661.21
JAEEIL010000025.1_63,PF08279.15
JAEEIL010000025.1_73,PF01255.22
JAEEIL010000026.1_12,PF00149.31
JAEEIL010000026.1_76,PF02470.23
JAEEIL010000031.1_3,PF01746.24
JAEEIL010000032.1_2,PF04586.20
JAEEIL010000032.1_6,PF03313.18
JAEEIL010000032.1_7,PF04002.18
JAEEIL010000032.1_31,PF11335.11
JAEEIL010000032.1_55,PF01678.22
JAEEIL010000032.1_59,PF00809.25
JAEEIL010000032.1_105,PF01515.22
JAEEIL010000032.1_123,PF02620.20
JAEEIL010000034.1_14,PF04026.15
JAEEIL010000034.1_36,PF01795.22
JAEEIL010000002.1_37,PF00156.30
JAEEIL010000002.1_55,PF05154.19
JAEEIL010000002.1_88,PF04055.24
JACQPJ010000007.1_1,PF14748.9
JACQPJ010000024.1_26,PF00005.30
JACQPJ010000023.1_12,PF00528.25
JACQPJ010000023.1_14,PF07396.14
JACQPJ010000023.1_32,PF01865.19
JACQPJ010000028.1_27,PF00263.24
JACQPJ010000035.1_7,PF00293.31
JACQPJ010000035.1_30,PF00999.24
JACQPJ010000035.1_41,PF00528.25
JACQPJ010000035.1_48,PF00210.27
JACQPJ010000035.1_59,PF07929.14
JACQPJ010000035.1_64,PF01863.20
JACQPJ010000035.1_70,PF18739.4
JACQPJ010000039.1_2,PF04238.15
JACQPJ010000039.1_6,PF00156.30
JACQPJ010000036.1_28,PF01257.22
JACQPJ010000036.1_38,PF03706.16
JACQPJ010000037.1_12,PF00082.25
JACQPJ010000041.1_40,PF04390.15
JACQPJ010000041.1_51,PF13517.9
