genome_accession,protein_id,category
GB_GCA_001790855.1,MGDH01000009.1_125,dark_negative
GB_GCA_002070295.1,MWCZ01000416.1_1,dark_negative
GB_GCA_002441095.1,DJVG01000033.1_42,dark_negative
GB_GCA_016934335.1,JAFGTC010000278.1_8,dark_negative
GB_GCA_013139905.1,WSZW01000133.1_3,dark_negative
RS_GCF_009864005.1,NZ_WEZQ01000005.1_186,dark_negative
GB_GCA_001304035.1,LJUD01000043.1_25,dark_negative
GB_GCA_015064505.1,SVSB01000001.1_56,dark_negative
GB_GCA_013151555.1,JAADIA010000092.1_10,dark_negative
GB_GCA_008080745.1,SHMX01000001.1_611,dark_negative
GB_GCA_003209055.1,QCTB01000029.1_17,dark_negative
GB_GCA_005788585.1,SYBY01000516.1_6,dark_negative
GB_GCA_001304035.1,LJUD01000217.1_5,dark_negative
GB_GCA_013139905.1,WSZW01000037.1_1,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_6000,dark_negative
GB_GCA_002869225.1,PKTG01000106.1_19,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_902,dark_negative
GB_GCA_001797335.1,MGPE01000015.1_107,dark_negative
GB_GCA_018826445.1,JAHKBB010000070.1_26,dark_negative
GB_GCA_015231885.1,JADGAT010000102.1_2,dark_negative
GB_GCA_002068205.1,MVZB01000061.1_7,dark_negative
GB_GCA_001778355.1,MFGS01000052.1_4,dark_negative
GB_GCA_013203085.1,JABMQX010000018.1_5,dark_negative
GB_GCA_003663585.1,QMTU01000002.1_31,dark_negative
RS_GCF_016811915.1,NZ_CP069127.1_1582,dark_negative
GB_GCA_002697225.1,NZUQ01000137.1_26,dark_negative
GB_GCA_002878375.1,NIRF01000008.1_67,dark_negative
RS_GCF_000243455.1,NZ_AGJL01000039.1_16,dark_negative
GB_GCA_902528135.1,CABZRS010000034.1_8,dark_negative
GB_GCA_002345475.1,DDWC01000208.1_1,dark_negative
GB_GCA_015709695.1,CP054183.1_2650,dark_negative
RS_GCF_000209815.1,NC_021031.1_2533,dark_negative
GB_GCA_016713535.1,JADJOY010000053.1_26,dark_negative
GB_GCA_002069765.1,MWBZ01000069.1_18,dark_negative
GB_GCA_003697105.1,RFFQ01000078.1_3,dark_negative
GB_GCA_003646025.1,QNDR01000053.1_17,dark_negative
GB_GCA_014728185.1,WJMB01000158.1_4,dark_negative
GB_GCA_002069765.1,MWBZ01000002.1_17,dark_negative
GB_GCA_009692585.1,SHYX01000020.1_42,dark_negative
GB_GCA_016192885.1,JACPTH010000093.1_3,dark_negative
GB_GCA_009699205.1,WLOP01000005.1_100,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000001.1_1079,dark_negative
GB_GCA_903915125.1,CAIWRR010000117.1_2,dark_negative
GB_GCA_002070295.1,MWCZ01000295.1_1,dark_negative
GB_GCA_016933595.1,JAFGAQ010000362.1_12,dark_negative
GB_GCA_016235675.1,JACRJN010000144.1_41,dark_negative
GB_GCA_003599815.1,QZJZ01000044.1_15,dark_negative
GB_GCA_012729785.1,JAAYCL010000025.1_50,dark_negative
GB_GCA_017538635.1,JAFYIM010000352.1_2,dark_negative
GB_GCA_001443445.1,LDXN01000060.1_6,dark_negative
RS_GCF_014696925.1,NZ_JACJQY010000019.1_78,dark_negative
GB_GCA_019239955.1,JAFAZD010000010.1_24,dark_negative
GB_GCA_003159495.1,PLPI01000113.1_1,dark_negative
GB_GCA_016927185.1,JAFGND010000037.1_14,dark_negative
GB_GCA_019239955.1,JAFAZD010000038.1_8,dark_negative
GB_GCA_016235255.1,JACRLM010000031.1_113,dark_negative
GB_GCA_002402105.1,NVVD01000002.1_232,dark_negative
RS_GCF_000158275.2,NZ_CP007062.1_202,dark_negative
GB_GCA_006226305.1,SBHG01000065.1_5,dark_negative
GB_GCA_900751785.1,CAADSM010000007.1_6,dark_negative
GB_GCA_001771315.1,METK01000007.1_27,dark_negative
GB_GCA_018061025.1,JAGOUY010000006.1_50,dark_negative
GB_GCA_011040895.1,DREG01000397.1_4,dark_negative
GB_GCA_013202295.1,JABMRT010000177.1_23,dark_negative
GB_GCA_003598055.1,QZKI01000021.1_10,dark_negative
GB_GCA_016932965.1,JAFGBW010000191.1_5,dark_negative
GB_GCA_016932215.1,JAFGDH010000036.1_27,dark_negative
GB_GCA_017437825.1,JAFRXC010000010.1_4,dark_negative
GB_GCA_013360215.1,JABWCP010000005.1_46,dark_negative
GB_GCA_003645115.1,QNEG01000281.1_2,dark_negative
GB_GCA_903905455.1,CAIVGN010000238.1_62,dark_negative
GB_GCA_017468685.1,JAFUHT010000036.1_32,dark_negative
GB_GCA_005788585.1,SYBY01000187.1_20,dark_negative
GB_GCA_016927185.1,JAFGND010000043.1_23,dark_negative
GB_GCA_005777235.1,SXND01000004.1_22,dark_negative
GB_GCA_016212735.1,JACRDZ010000261.1_5,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000015.1_22,dark_negative
GB_GCA_002422125.1,DITF01000209.1_13,dark_negative
RS_GCF_002368095.1,NZ_AP018227.1_4035,dark_negative
GB_GCA_013112635.1,JABFGF010000002.1_642,dark_negative
GB_GCA_013139905.1,WSZW01000093.1_1,dark_negative
GB_GCA_009835325.1,VXWP01000017.1_13,dark_negative
RS_GCF_001428865.1,NZ_LMIV01000001.1_1142,dark_negative
GB_GCA_002898015.1,BDTM01000067.1_17,dark_negative
RS_GCF_001005295.1,NZ_LBMK01000011.1_74,dark_negative
GB_GCA_016938275.1,JAFGUZ010000194.1_18,dark_negative
GB_GCA_001873285.1,MNYV01000102.1_2,dark_negative
GB_GCA_002714785.1,PAYP01000075.1_6,dark_negative
GB_GCA_011525785.1,WYBT01000025.1_55,dark_negative
GB_GCA_905479535.1,CAJQMW010000296.1_3,dark_negative
GB_GCA_012517325.1,JAAYVF010000006.1_38,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000790.1_3,dark_negative
GB_GCA_016938275.1,JAFGUZ010000208.1_27,dark_negative
GB_GCA_016840385.1,JAEOSL010000011.1_24,dark_negative
GB_GCA_903904735.1,CAIVDM010000117.1_8,dark_negative
GB_GCA_012839755.1,DUMP01000119.1_1,dark_negative
GB_GCA_013138765.1,WTCB01000111.1_9,dark_negative
GB_GCA_017453205.1,JAFTKO010000029.1_60,dark_negative
RS_GCF_002929705.1,NZ_PJIN01000003.1_148,dark_negative
GB_GCA_009692585.1,SHYX01000001.1_161,dark_negative
GB_GCA_016192135.1,JACPUR010000038.1_174,dark_negative
GB_GCA_014728785.1,WJKZ01000275.1_1,dark_negative
RS_GCF_000166415.1,NC_014654.1_1065,dark_negative
GB_GCA_001871075.1,MNUP01000124.1_11,dark_negative
GB_GCA_018894595.1,JAHIPN010000219.1_3,dark_negative
GB_GCA_003170555.1,PMZC01000134.1_6,dark_negative
GB_GCA_003695725.1,RFHX01000221.1_1,dark_negative
GB_GCA_910586745.1,CAJUJZ010000046.1_1,dark_negative
RS_GCF_000469585.1,NZ_AWNK01000012.1_25,dark_negative
RS_GCF_001612615.1,NZ_BDAU01000052.1_55,dark_negative
GB_GCA_002364485.1,DEYK01000060.1_9,dark_negative
RS_GCF_001427125.1,NZ_LMGK01000022.1_233,dark_negative
GB_GCA_016176845.1,JACOWJ010000055.1_3,dark_negative
GB_GCA_902766325.1,CACXDF010000203.1_1,dark_negative
GB_GCA_007118855.1,SKQU01000432.1_7,dark_negative
GB_GCA_910587075.1,CAJUKE010000057.1_2,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000003.1_711,dark_negative
GB_GCA_016281355.1,JAEEIL010000011.1_1,dark_negative
GB_GCA_002402105.1,NVVD01000002.1_20,dark_negative
GB_GCA_018725485.1,QLUP01000095.1_2,dark_negative
GB_GCA_002714785.1,PAYP01000099.1_9,dark_negative
GB_GCA_018826445.1,JAHKBB010000071.1_1,dark_negative
GB_GCA_017442645.1,JAFRZH010000031.1_17,dark_negative
GB_GCA_016202395.1,JACQOV010000096.1_3,dark_negative
RS_GCF_900098745.1,NZ_FQTT01000015.1_4,dark_negative
GB_GCA_014360335.1,JACIXS010000253.1_1,dark_negative
RS_GCF_000382385.1,NZ_KB908340.1_27,dark_negative
GB_GCA_003695725.1,RFHX01000122.1_4,dark_negative
GB_GCA_011047215.1,DSNQ01000011.1_3,dark_negative
GB_GCA_012520995.1,JAAYNI010000096.1_37,dark_negative
GB_GCA_002878375.1,NIRF01000017.1_1,dark_negative
GB_GCA_016235675.1,JACRJN010000070.1_5,dark_negative
GB_GCA_002727195.1,PBWH01000006.1_54,dark_negative
GB_GCA_016180645.1,JACPAV010000019.1_26,dark_negative
GB_GCA_003242505.1,QGUP01000062.1_1,dark_negative
GB_GCA_001443445.1,LDXN01000024.1_34,dark_negative
GB_GCA_009692585.1,SHYX01000036.1_6,dark_negative
GB_GCA_001873945.1,MNYI01000134.1_1,dark_negative
GB_GCA_016202395.1,JACQOV010000089.1_2,dark_negative
GB_GCA_014584345.1,JACTNB010000030.1_53,dark_negative
GB_GCA_016192885.1,JACPTH010000339.1_5,dark_negative
GB_GCA_016840385.1,JAEOSL010000086.1_7,dark_negative
GB_GCA_000496215.1,KI543196.1_44,dark_negative
GB_GCA_001304015.1,LJUY01000051.1_8,dark_negative
GB_GCA_004554205.1,SFNH01000103.1_5,dark_negative
RS_GCF_003958645.1,NZ_RXLO01000005.1_3,dark_negative
GB_GCA_018812585.1,JAHJDJ010000328.1_5,dark_negative
GB_GCA_003647755.1,QMNL01000058.1_10,dark_negative
GB_GCA_001462235.1,LIUI01000154.1_42,dark_negative
GB_GCA_003135055.1,PLDF01000158.1_38,dark_negative
GB_GCA_016929575.1,JAFGIQ010000095.1_2,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_2470,dark_negative
GB_GCA_017306015.1,JAFKJK010000013.1_198,dark_negative
GB_GCA_015064505.1,SVSB01000001.1_13,dark_negative
GB_GCA_003554345.1,PWGE01000145.1_4,dark_negative
GB_GCA_002422125.1,DITF01000339.1_2,dark_negative
GB_GCA_002715405.1,PAZD01000053.1_24,dark_negative
GB_GCA_002402105.1,NVVD01000022.1_29,dark_negative
GB_GCA_014523495.1,JAATVM010000031.1_6,dark_negative
GB_GCA_018830585.1,JAHJSD010000077.1_9,dark_negative
RS_GCF_000298075.1,NZ_JH815593.1_931,dark_negative
GB_GCA_014896235.1,JADBKU010000046.1_3,dark_negative
GB_GCA_003135055.1,PLDF01000163.1_44,dark_negative
GB_GCA_003644825.1,QNDJ01000044.1_4,dark_negative
GB_GCA_008080745.1,SHMX01000001.1_314,dark_negative
GB_GCA_011371545.1,DTLL01000114.1_8,dark_negative
GB_GCA_002371675.1,DFGE01000024.1_11,dark_negative
RS_GCF_003444775.1,NZ_CP021081.1_1881,dark_negative
GB_GCA_902806325.1,CADCWE010000115.1_2,dark_negative
GB_GCA_016934335.1,JAFGTC010000228.1_8,dark_negative
RS_GCF_006716785.1,NZ_VFPQ01000001.1_3914,dark_negative
GB_GCA_000814665.1,JWIH01000011.1_73,dark_negative
GB_GCA_017561715.1,JAFZBN010000019.1_47,dark_negative
GB_GCA_902800055.1,CADCCW010000048.1_11,dark_negative
GB_GCA_015064505.1,SVSB01000059.1_9,dark_negative
GB_GCA_017468685.1,JAFUHT010000011.1_24,dark_negative
GB_GCA_016192885.1,JACPTH010000532.1_5,dark_negative
GB_GCA_002482685.1,DLGL01000031.1_5,dark_negative
GB_GCA_002364485.1,DEYK01000030.1_12,dark_negative
GB_GCA_011388515.1,DRUE01000390.1_13,dark_negative
GB_GCA_016212735.1,JACRDZ010000213.1_1,dark_negative
GB_GCA_000224475.1,CP002988.1_1735,dark_negative
RS_GCF_014645315.1,NZ_BMLQ01000001.1_510,dark_negative
GB_GCA_018812585.1,JAHJDJ010000188.1_3,dark_negative
GB_GCA_009692585.1,SHYX01000005.1_85,dark_negative
GB_GCA_903904735.1,CAIVDM010000130.1_1,dark_negative
GB_GCA_015520145.1,WAQR01000278.1_13,dark_negative
GB_GCA_005880055.1,VBJS01000070.1_5,dark_negative
GB_GCA_012515635.1,JAAYXZ010000126.1_9,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000329.1_10,dark_negative
GB_GCA_014360465.1,JACIXQ010000054.1_15,dark_negative
GB_GCA_015486655.1,WFRF01000005.1_25,dark_negative
GB_GCA_008933015.1,WBXH01000014.1_6,dark_negative
GB_GCA_018725175.1,QLTX01000193.1_5,dark_negative
GB_GCA_016929465.1,JAFGIT010000404.1_7,dark_negative
RS_GCF_000712135.1,NZ_JOOE01000002.1_542,dark_negative
GB_GCA_014584345.1,JACTNB010000019.1_36,dark_negative
GB_GCA_017538635.1,JAFYIM010000213.1_6,dark_negative
GB_GCA_007136595.1,SLGQ01000139.1_6,dark_negative
RS_GCF_000504085.1,NC_022792.1_1695,dark_negative
GB_GCA_003170555.1,PMZC01000002.1_1,dark_negative
GB_GCA_003135055.1,PLDF01000211.1_19,dark_negative
GB_GCA_012514925.1,JAAYZI010000342.1_1,dark_negative
GB_GCA_002727195.1,PBWH01000023.1_132,dark_negative
GB_GCA_000496215.1,KI543212.1_3,dark_negative
RS_GCF_002929705.1,NZ_PJIN01000001.1_260,dark_negative
GB_GCA_002069765.1,MWBZ01000135.1_4,dark_negative
GB_GCA_903875225.1,CAIQVJ010000120.1_42,dark_negative
GB_GCA_015231885.1,JADGAT010000032.1_34,dark_negative
GB_GCA_015485525.1,WFTM01000226.1_6,dark_negative
GB_GCA_003551705.1,PUNJ01000113.1_4,dark_negative
GB_GCA_002069885.1,MWCD01000067.1_2,dark_negative
RS_GCF_006538365.1,NZ_BJKN01000002.1_452,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000002.1_292,dark_negative
GB_GCA_015520145.1,WAQR01000069.1_8,dark_negative
GB_GCA_007136595.1,SLGQ01000353.1_5,dark_negative
GB_GCA_002403115.1,DHHE01000003.1_6,dark_negative
GB_GCA_011330975.1,DSSU01000195.1_16,dark_negative
GB_GCA_902806325.1,CADCWE010000192.1_55,dark_negative
GB_GCA_003695725.1,RFHX01000273.1_1,dark_negative
GB_GCA_003551625.1,PUNC01000017.1_9,dark_negative
GB_GCA_013203085.1,JABMQX010000835.1_10,dark_negative
RS_GCF_000212395.1,NC_015499.1_365,dark_negative
GB_GCA_013139905.1,WSZW01000031.1_2,dark_negative
GB_GCA_016713535.1,JADJOY010000034.1_9,dark_negative
GB_GCA_016938275.1,JAFGUZ010000165.1_36,dark_negative
RS_GCF_900290275.1,NZ_LT985324.1_499,dark_negative
GB_GCA_001641225.1,LSMY01000003.1_125,dark_negative
GB_GCA_008080745.1,SHMX01000006.1_150,dark_negative
GB_GCA_009787645.1,WQSZ01000001.1_55,dark_negative
GB_GCA_013139905.1,WSZW01000173.1_1,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000001.1_445,dark_negative
GB_GCA_000814665.1,JWIH01000010.1_139,dark_negative
GB_GCA_018304505.1,JAGVWA010000002.1_39,dark_negative
GB_GCA_011773515.1,WVXK01000111.1_8,dark_negative
GB_GCA_903905455.1,CAIVGN010000045.1_25,dark_negative
GB_GCA_016934125.1,JAFGTL010000052.1_1,dark_negative
GB_GCA_903888645.1,CAISUK010000675.1_4,dark_negative
GB_GCA_011331325.1,DSSB01000563.1_2,dark_negative
GB_GCA_000496215.1,KI543199.1_65,dark_negative
RS_GCF_000224415.1,NZ_AFXQ01000001.1_162,dark_negative
RS_GCF_013302405.1,NZ_JAAIPW010000013.1_40,dark_negative
GB_GCA_014728785.1,WJKZ01000090.1_10,dark_negative
GB_GCA_002897695.1,BDTG01000010.1_17,dark_negative
RS_GCF_000224415.1,NZ_AFXQ01000032.1_18,dark_negative
RS_GCF_001888165.1,NZ_CP015455.1_2146,dark_negative
RS_GCF_001428865.1,NZ_LMIV01000001.1_1109,dark_negative
GB_GCA_002371675.1,DFGE01000015.1_12,dark_negative
GB_GCA_002686955.1,NYZA01000262.1_10,dark_negative
GB_GCA_013811975.1,JACCUF010000138.1_9,dark_negative
GB_GCA_013178255.1,JABLWY010000001.1_808,dark_negative
GB_GCA_005880055.1,VBJS01000131.1_10,dark_negative
GB_GCA_903915125.1,CAIWRR010000160.1_7,dark_negative
GB_GCA_005880055.1,VBJS01000036.1_65,dark_negative
GB_GCA_011048995.1,DSCS01000029.1_57,dark_negative
GB_GCA_016929465.1,JAFGIT010000158.1_4,dark_negative
GB_GCA_002418945.1,DIFC01000011.1_5,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000003.1_90,dark_negative
GB_GCA_000147015.1,CP002161.1_151,dark_negative
GB_GCA_903875225.1,CAIQVJ010000007.1_69,dark_negative
GB_GCA_013359265.1,JABWCD010000004.1_299,dark_negative
GB_GCA_005788585.1,SYBY01000391.1_20,dark_negative
GB_GCA_016213555.1,JACRAC010000061.1_6,dark_negative
GB_GCA_013140955.1,JABFRY010000054.1_1,dark_negative
GB_GCA_013359265.1,JABWCD010000049.1_5,dark_negative
RS_GCF_001005295.1,NZ_LBMK01000003.1_459,dark_negative
GB_GCA_012516115.1,JAAYXC010000321.1_3,dark_negative
RS_GCF_002352765.1,NZ_KZ293963.1_1686,dark_negative
GB_GCA_002084765.1,NBMB01000008.1_35,dark_negative
GB_GCA_002727195.1,PBWH01000021.1_104,dark_negative
GB_GCA_013203085.1,JABMQX010000391.1_2,dark_negative
GB_GCA_903907475.1,CAIVOB010000086.1_10,dark_negative
GB_GCA_018894595.1,JAHIPN010000370.1_6,dark_negative
RS_GCF_000712135.1,NZ_JOOE01000002.1_388,dark_negative
GB_GCA_003647755.1,QMNL01000340.1_5,dark_negative
RS_GCF_003992595.1,NZ_RZNA01000047.1_349,dark_negative
RS_GCF_001612615.1,NZ_BDAU01000002.1_153,dark_negative
RS_GCF_002352765.1,NZ_KZ293963.1_294,dark_negative
GB_GCA_002686955.1,NYZA01000024.1_23,dark_negative
GB_GCA_017306015.1,JAFKJK010000029.1_23,dark_negative
GB_GCA_903888645.1,CAISUK010000709.1_14,dark_negative
GB_GCA_016840385.1,JAEOSL010000010.1_20,dark_negative
GB_GCA_013002995.1,JABDLO010000428.1_6,dark_negative
GB_GCA_902575715.1,CACGSI010000026.1_1,dark_negative
GB_GCA_005882335.1,VBAP01000060.1_9,dark_negative
GB_GCA_002482685.1,DLGL01000046.1_1,dark_negative
GB_GCA_014584345.1,JACTNB010000021.1_49,dark_negative
GB_GCA_017613855.1,JAGACY010000394.1_3,dark_negative
GB_GCA_003561965.1,PWXJ01000243.1_8,dark_negative
GB_GCA_003561965.1,PWXJ01000240.1_4,dark_negative
GB_GCA_016192885.1,JACPTH010000212.1_1,dark_negative
GB_GCA_005777235.1,SXND01000137.1_30,dark_negative
GB_GCA_013151915.1,JAADHJ010000015.1_1,dark_negative
RS_GCF_001262715.1,NZ_CP012328.1_564,dark_negative
GB_GCA_016931355.1,JAFGEX010000256.1_7,dark_negative
GB_GCA_008080745.1,SHMX01000001.1_263,dark_negative
GB_GCA_011047215.1,DSNQ01000025.1_23,dark_negative
GB_GCA_007376285.1,VMFZ01000001.1_80,dark_negative
GB_GCA_016840385.1,JAEOSL010000195.1_2,dark_negative
GB_GCA_900321865.1,ONXP01000054.1_7,dark_negative
GB_GCA_009692585.1,SHYX01000015.1_60,dark_negative
GB_GCA_903888645.1,CAISUK010000693.1_2,dark_negative
GB_GCA_001873285.1,MNYV01000043.1_2,dark_negative
GB_GCA_016713535.1,JADJOY010000028.1_149,dark_negative
GB_GCA_012517325.1,JAAYVF010000013.1_45,dark_negative
GB_GCA_000402295.1,AQRW01000137.1_6,dark_negative
GB_GCA_003135055.1,PLDF01000513.1_57,dark_negative
GB_GCA_018814265.1,JAHIZU010000243.1_2,dark_negative
GB_GCA_910586425.1,CAJUHL010000104.1_3,dark_negative
GB_GCA_903821905.1,CAIJMQ010000034.1_6,dark_negative
GB_GCA_008080745.1,SHMX01000001.1_96,dark_negative
GB_GCA_011047215.1,DSNQ01000008.1_25,dark_negative
GB_GCA_013139905.1,WSZW01000072.1_6,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000194.1_21,dark_negative
GB_GCA_002347965.1,DDYN01000017.1_23,dark_negative
GB_GCA_012515635.1,JAAYXZ010000072.1_6,dark_negative
GB_GCA_002387725.1,DGKK01000051.1_8,dark_negative
GB_GCA_007741475.1,CP036261.1_2786,dark_negative
GB_GCA_012518595.1,JAAYRV010000109.1_1,dark_negative
GB_GCA_012514925.1,JAAYZI010000070.1_5,dark_negative
GB_GCA_017848075.1,JAGALG010000187.1_2,dark_negative
GB_GCA_903905455.1,CAIVGN010000057.1_3,dark_negative
RS_GCF_000021645.1,NC_011661.1_112,dark_negative
GB_GCA_018830205.1,JAHJSX010000084.1_4,dark_negative
RS_GCF_003992595.1,NZ_RZNA01000003.1_36,dark_negative
RS_GCF_000013405.1,NC_007759.1_1764,dark_negative
GB_GCA_905233525.1,CAJOEW010000002.1_22,dark_negative
RS_GCF_016107545.1,NZ_JABASS010000009.1_2,dark_negative
GB_GCA_001462235.1,LIUI01000056.1_4,dark_negative
GB_GCA_016933595.1,JAFGAQ010000378.1_1,dark_negative
GB_GCA_900555035.1,USJX01000044.1_21,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000001.1_404,dark_negative
GB_GCA_018725485.1,QLUP01000066.1_7,dark_negative
GB_GCA_015231885.1,JADGAT010000004.1_52,dark_negative
GB_GCA_016192455.1,JACPUC010000026.1_130,dark_negative
RS_GCF_006538365.1,NZ_BJKN01000001.1_569,dark_negative
GB_GCA_016713535.1,JADJOY010000010.1_140,dark_negative
GB_GCA_013791675.1,VMTI01000233.1_6,dark_negative
RS_GCF_004216695.1,NZ_SGXC01000002.1_334,dark_negative
GB_GCA_001873945.1,MNYI01000142.1_1,dark_negative
GB_GCA_003151665.1,PLYD01000280.1_34,dark_negative
GB_GCA_016202645.1,JACQOF010000142.1_17,dark_negative
GB_GCA_003230635.1,QIFF01000007.1_7,dark_negative
GB_GCA_003170555.1,PMZC01000193.1_27,dark_negative
GB_GCA_016934125.1,JAFGTL010000146.1_7,dark_negative
GB_GCA_002327255.1,DCUM01000236.1_4,dark_negative
GB_GCA_016867725.1,VGIX01000025.1_20,dark_negative
RS_GCF_002355215.1,NZ_AP014612.1_1731,dark_negative
GB_GCA_017453205.1,JAFTKO010000032.1_120,dark_negative
GB_GCA_018725175.1,QLTX01000145.1_2,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000001.1_1062,dark_negative
GB_GCA_016278715.1,JADQBH010000040.1_2,dark_negative
GB_GCA_009779835.1,WRBD01000001.1_74,dark_negative
RS_GCF_001561955.1,NZ_CP014223.1_441,dark_negative
GB_GCA_002686955.1,NYZA01000229.1_8,dark_negative
GB_GCA_003561965.1,PWXJ01000309.1_3,dark_negative
GB_GCA_001567115.1,LMZT01000111.1_8,dark_negative
GB_GCA_002070295.1,MWCZ01000595.1_2,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_3571,dark_negative
GB_GCA_016929465.1,JAFGIT010000223.1_2,dark_negative
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_139,dark_negative
GB_GCA_018435605.1,JAHDNF010000011.1_12,dark_negative
GB_GCA_017453205.1,JAFTKO010000021.1_74,dark_negative
GB_GCA_017436225.1,JAFSDM010000006.1_1,dark_negative
GB_GCA_910586425.1,CAJUHL010000054.1_24,dark_negative
RS_GCF_001561955.1,NZ_CP014223.1_1069,dark_negative
GB_GCA_004554205.1,SFNH01000174.1_1,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000410.1_1,dark_negative
GB_GCA_017306015.1,JAFKJK010000027.1_23,dark_negative
GB_GCA_000739515.1,DF820459.1_676,dark_negative
GB_GCA_002502135.1,DAPM01000018.1_10,dark_negative
GB_GCA_016933595.1,JAFGAQ010000443.1_4,dark_negative
RS_GCF_000526575.1,NZ_JAGI01000002.1_2683,dark_negative
GB_GCA_014649295.1,BMST01000008.1_17,dark_negative
RS_GCF_013302405.1,NZ_JAAIPW010000001.1_92,dark_negative
GB_GCA_015523055.1,WALD01000059.1_7,dark_negative
GB_GCA_016927185.1,JAFGND010000043.1_33,dark_negative
RS_GCF_006716785.1,NZ_VFPQ01000002.1_184,dark_negative
RS_GCF_003010495.1,NZ_CP027570.1_1969,dark_negative
GB_GCA_009692585.1,SHYX01000001.1_11,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000001.1_292,dark_negative
GB_GCA_011373345.1,DRXH01000114.1_5,dark_negative
GB_GCA_002869225.1,PKTG01000097.1_31,dark_negative
GB_GCA_002337455.1,DDGC01000028.1_108,dark_negative
GB_GCA_007741475.1,CP036261.1_804,dark_negative
GB_GCA_016192455.1,JACPUC010000008.1_188,dark_negative
GB_GCA_905213875.1,CAJMJN010000035.1_11,dark_negative
GB_GCA_016928495.1,JAFGKQ010000124.1_11,dark_negative
GB_GCA_002364485.1,DEYK01000004.1_1,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_6790,dark_negative
GB_GCA_016209155.1,JACQWU010000160.1_3,dark_negative
GB_GCA_003598085.1,QZKU01000053.1_86,dark_negative
RS_GCF_013404085.1,NZ_JABFHO010000001.1_1902,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000001.1_599,dark_negative
GB_GCA_014376325.1,JACMRP010000001.1_6,dark_negative
GB_GCA_013002995.1,JABDLO010000278.1_1,dark_negative
RS_GCF_900217235.1,NZ_LT907975.1_1518,dark_negative
GB_GCA_012517325.1,JAAYVF010000083.1_54,dark_negative
GB_GCA_009773495.1,WSXW01000035.1_9,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_8183,dark_negative
GB_GCA_013791675.1,VMTI01000285.1_1,dark_negative
GB_GCA_001462235.1,LIUI01000091.1_15,dark_negative
GB_GCA_900555035.1,USJX01000051.1_5,dark_negative
GB_GCA_004554205.1,SFNH01000113.1_8,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000001.1_1126,dark_negative
GB_GCA_016926495.1,JAFGOL010000102.1_3,dark_negative
GB_GCA_002327255.1,DCUM01000219.1_25,dark_negative
GB_GCA_001784175.1,MFPR01000030.1_143,dark_negative
GB_GCA_017470485.1,JAFUYQ010000019.1_24,dark_negative
GB_GCA_013112635.1,JABFGF010000001.1_51,dark_negative
GB_GCA_001443445.1,LDXN01000036.1_6,dark_negative
GB_GCA_013152825.1,JAADFP010000087.1_7,dark_negative
GB_GCA_013203085.1,JABMQX010000854.1_1,dark_negative
GB_GCA_016934125.1,JAFGTL010000224.1_5,dark_negative
GB_GCA_016844955.1,JAERTH010000084.1_4,dark_negative
GB_GCA_003485015.1,DNCN01000136.1_6,dark_negative
RS_GCF_904395335.1,NZ_CAJFNR010000067.1_68,dark_negative
GB_GCA_001462235.1,LIUI01000022.1_34,dark_negative
RS_GCF_904395335.1,NZ_CAJFNR010000050.1_8,dark_negative
GB_GCA_011388315.1,DRYD01000193.1_4,dark_negative
GB_GCA_002050035.1,MVCR01000081.1_2,dark_negative
GB_GCA_011525785.1,WYBT01000004.1_76,dark_negative
RS_GCF_001545115.1,NZ_FCNU01000007.1_417,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000003.1_97,dark_negative
GB_GCA_003133265.1,PKWQ01000322.1_8,dark_negative
RS_GCF_000378005.1,NZ_KB899040.1_17,dark_negative
GB_GCA_900315575.1,OMZR01000196.1_3,dark_negative
GB_GCA_018817405.1,JAHITZ010000057.1_23,dark_negative
GB_GCA_011040895.1,DREG01000388.1_2,dark_negative
GB_GCA_016933595.1,JAFGAQ010000087.1_5,dark_negative
